SQLDATE,EventRootCode,QuadClass,GLOBALEVENTID,EventCode,Actor1Name,Actor2Name,Actor1CountryCode,Actor2CountryCode,Actor1Type1Code,GoldsteinScale,NumMentions,AvgTone,ActionGeo_Type,ActionGeo_Lat,ActionGeo_Long,SOURCEURL
2025-06-01,19,4,1247247822,190,TAIWAN,BEIJING,TWN,CHN,,,8,-6.79738562091503,4,39.9289,116.388,https://techstory.in/china-accuses-taiwan-of-cyberattack-in-latest-cross-strait-tensions/
2025-06-01,19,4,1247247008,190,BEIJING,TAIWAN,CHN,TWN,,,8,-6.79738562091503,4,39.9289,116.388,https://techstory.in/china-accuses-taiwan-of-cyberattack-in-latest-cross-strait-tensions/
2022-12-31,15,4,1078256538,150,CHINA,TAIWAN,CHN,TWN,,,1,-1.88679245283019,4,42.3333,44.0,https://www.thetelegraphandargus.co.uk/news/23221487.bradford-mp-speaks-russia-china-report-released/
2022-10-09,19,4,1066783624,190,TAIWAN,CHINESE,TWN,CHN,,,10,-3.50877192982456,4,29.8443,117.719,https://www.taiwannews.com.tw/en/news/4656604
2022-10-09,19,4,1066783625,193,KINMEN COUNTY,CHINESE,TWN,CHN,,,6,-3.50877192982456,4,29.8443,117.719,https://www.taiwannews.com.tw/en/news/4656604
2022-10-09,19,4,1066783626,193,TAIWAN,CHINESE,TWN,CHN,,,4,-3.50877192982456,4,25.0478,121.532,https://www.taiwannews.com.tw/en/news/4656604
2022-10-09,19,4,1066783627,193,TAIWAN,CHINESE,TWN,CHN,,,10,-3.50877192982456,4,25.0478,121.532,https://www.taiwannews.com.tw/en/news/4656604
2022-10-09,19,4,1066766901,190,TAIWAN,CHINA,TWN,CHN,GOV,,16,2.08472057999108,4,39.9289,116.388,https://news.yahoo.com/taiwan-president-pledge-bolster-combat-150820280.html
2022-10-09,19,4,1066782635,190,TAIWAN,CHINA,TWN,CHN,GOV,,28,1.93168277505626,4,39.9289,116.388,https://newsinfo.inquirer.net/1677577/taiwan-president-will-pledge-to-bolster-combat-power-as-china-tensions-rise
2022-10-09,19,4,1066782636,190,TAIWAN,CHINA,TWN,CHN,GOV,,2,2.41758241758241,4,25.0478,121.532,https://newsinfo.inquirer.net/1677577/taiwan-president-will-pledge-to-bolster-combat-power-as-china-tensions-rise
2022-10-09,19,4,1066766902,190,TAIWAN,CHINA,TWN,CHN,GOV,,54,1.92049253805816,4,25.0478,121.532,https://news.yahoo.com/taiwan-president-pledge-bolster-combat-150820280.html
2022-10-09,15,4,1066740164,152,TAIWAN,CHINESE,TWN,CHN,,MIL,6,-1.95924764890282,4,49.9808,36.2527,https://eurasiantimes.com/us-to-arm-both-ukraine-taiwan-with-deadly-vampire-systems/
2026-05-31,19,4,1306723335,190,CHINA,TAIWAN,CHN,TWN,,,2,-1.75879396984925,4,25.0478,121.532,https://economictimes.indiatimes.com/news/defence/japan-refutes-new-militarism-accuses-china-of-rapidly-arming/articleshow/131418132.cms
2025-01-11,15,4,1220048268,154,TAIWANESE,CHINESE,TWN,CHN,,,4,0.24096385542168,4,39.9289,116.388,https://www.bignewsnetwork.com/news/274932735/taiwan-to-deploy-new-us-supplied-missile-defense-systems
2025-01-11,15,4,1220048272,154,TAIWANESE,CHINESE,TWN,CHN,GOV,MIL,6,0.24096385542168,4,39.9289,116.388,https://www.bignewsnetwork.com/news/274932735/taiwan-to-deploy-new-us-supplied-missile-defense-systems
2022-08-13,19,4,1058451745,194,CHINA,TAIWAN,CHN,TWN,,,25,-3.23575367616261,4,39.9289,116.388,https://www.indiatoday.in/world/story/us-committed-to-one-china-policy-doesn-t-support-taiwan-independence-ned-price-1987507-2022-08-13
2022-08-13,19,4,1058433639,194,CHINA,TAIWAN,CHN,TWN,,,8,-2.54777070063694,4,39.9289,116.388,https://www.newsweek.com/us-will-continue-defend-taiwan-chinas-threats-white-house-1733393
2022-08-13,15,4,1058438166,151,CHINA,TAIWAN,CHN,TWN,,,20,-1.12079701120797,4,39.9289,116.388,https://www.wyomingpublicmedia.org/2022-08-12/heres-what-chinas-show-of-force-could-mean-for-taiwan
2022-08-13,19,4,1058439434,193,CHINA,TAIWAN,CHN,TWN,,,10,-5.01700223230928,4,39.9289,116.388,https://www.ibtimes.com/taiwans-frontline-islanders-unfazed-beat-china-war-drum-3601451
2022-08-13,15,4,1058490609,150,CHINA,TAIWAN,CHN,TWN,,,2,-0.55710306406685,4,39.9289,116.388,https://www.wionews.com/world/taiwan-expressed-sincere-gratitude-to-united-states-for-maintaining-security-in-taiwan-strait-506568
2022-08-13,15,4,1058490610,150,CHINA,TAIWAN,CHN,TWN,,,3,-0.55710306406685,4,24.0,121.0,https://www.wionews.com/world/taiwan-expressed-sincere-gratitude-to-united-states-for-maintaining-security-in-taiwan-strait-506568
2022-08-13,15,4,1058438167,151,CHINA,TAIWAN,CHN,TWN,,,30,-1.12079701120797,4,24.0,119.0,https://www.wyomingpublicmedia.org/2022-08-12/heres-what-chinas-show-of-force-could-mean-for-taiwan
2022-08-13,15,4,1058501428,150,CHINESE,TAIWAN,CHN,TWN,,,2,-1.29449838187702,4,25.0478,121.532,https://hindustannewshub.com/world-news/what-steps-will-america-take-in-support-of-taiwan-amidst-chinas-threat-the-white-house-issued-a-statement/
2022-08-13,19,4,1058501429,190,CHINESE,TAIWAN,CHN,TWN,,,2,-1.29449838187702,4,25.0478,121.532,https://hindustannewshub.com/world-news/what-steps-will-america-take-in-support-of-taiwan-amidst-chinas-threat-the-white-house-issued-a-statement/
2022-08-13,15,4,1058501431,150,CHINESE,TAIWAN,CHN,TWN,MIL,,4,-1.29449838187702,4,25.0478,121.532,https://hindustannewshub.com/world-news/what-steps-will-america-take-in-support-of-taiwan-amidst-chinas-threat-the-white-house-issued-a-statement/
2022-08-13,19,4,1058501432,190,CHINESE,TAIWAN,CHN,TWN,MIL,,3,-1.29449838187702,4,39.9289,116.388,https://hindustannewshub.com/world-news/what-steps-will-america-take-in-support-of-taiwan-amidst-chinas-threat-the-white-house-issued-a-statement/
2022-08-13,19,4,1058501433,190,CHINA,TAIWAN,CHN,TWN,MIL,,2,-1.29449838187702,4,25.0478,121.532,https://hindustannewshub.com/world-news/what-steps-will-america-take-in-support-of-taiwan-amidst-chinas-threat-the-white-house-issued-a-statement/
2022-08-13,19,4,1058433640,194,CHINA,TAIWAN,CHN,TWN,,,2,-2.54777070063694,4,25.0478,121.532,https://www.newsweek.com/us-will-continue-defend-taiwan-chinas-threats-white-house-1733393
2022-08-13,19,4,1058439435,193,CHINA,TAIWAN,CHN,TWN,,,26,-4.95757731520669,4,24.4798,118.082,https://www.ibtimes.com/taiwans-frontline-islanders-unfazed-beat-china-war-drum-3601451
2023-02-16,19,4,1085193708,190,CHINA,TAIWAN,CHN,TWN,,,2,-3.90220559446644,5,29.0,120.0,"https://www.thestandard.com.hk/breaking-news/section/3/200405/Taiwan-finds-crashed-weather-balloon-on-remote-island,-likely-Chinese"
2023-02-16,19,4,1085217152,190,CHINA,TAIWAN,CHN,TWN,,,4,-3.77433745974533,5,29.0,120.0,https://wkzo.com/2023/02/16/taiwan-finds-crashed-weather-balloon-on-remote-island-likely-chinese/
2023-02-16,19,4,1085217153,190,CHINA,TAIWAN,CHN,TWN,,,4,-3.77433745974533,4,25.0478,121.532,https://wkzo.com/2023/02/16/taiwan-finds-crashed-weather-balloon-on-remote-island-likely-chinese/
2022-09-03,19,4,1061377484,193,TAIWANESE,CHINESE,TWN,CHN,,,2,-2.21130221130222,4,39.9289,116.388,https://www.indiatvnews.com/news/world/taiwan-shoots-down-civilian-drone-off-chinese-coast-2022-09-03-805069
2022-09-03,15,4,1061380946,150,CHINA,TAIWAN,CHN,TWN,,,5,-4.42477876106195,4,39.9289,116.388,http://www.msn.com/en-us/news/world/china-has-gone-mad-for-drones-and-is-using-them-to-keep-up-the-pressure-on-taiwans-remote-military-outposts/ar-AA11oD6c
2022-09-03,15,4,1061426326,154,TAIWAN,CHINA,TWN,CHN,,,10,-4.1044776119403,4,39.9289,116.388,https://nationalinterest.org/blog/buzz/why-taiwan-needs-start-dialogue-china-204579
2022-09-03,19,4,1061377485,193,TAIWANESE,CHINESE,TWN,CHN,,,6,-2.21130221130222,4,23.57,119.57,https://www.indiatvnews.com/news/world/taiwan-shoots-down-civilian-drone-off-chinese-coast-2022-09-03-805069
2022-09-03,15,4,1061380948,150,CHINA,TAIWAN,CHN,TWN,,,1,-4.42477876106195,4,25.0478,121.532,http://www.msn.com/en-us/news/world/china-has-gone-mad-for-drones-and-is-using-them-to-keep-up-the-pressure-on-taiwans-remote-military-outposts/ar-AA11oD6c
2022-09-03,15,4,1061380947,150,CHINA,TAIWAN,CHN,TWN,,,4,-4.42477876106195,5,24.4533,118.389,http://www.msn.com/en-us/news/world/china-has-gone-mad-for-drones-and-is-using-them-to-keep-up-the-pressure-on-taiwans-remote-military-outposts/ar-AA11oD6c
2023-01-01,19,4,1078326228,192,BEIJING,TAIWAN,CHN,TWN,,,4,-2.52672497570456,4,39.9289,116.388,https://www.theepochtimes.com/land-of-the-rising-nukes_4954276.html
2023-01-01,19,4,1078326230,192,CHINA,TAIWAN,CHN,TWN,,,2,-2.52672497570456,4,39.9289,116.388,https://www.theepochtimes.com/land-of-the-rising-nukes_4954276.html
2022-07-10,15,4,1053408350,150,TAIWAN,CHINA,TWN,CHN,,MIL,2,-2.10772833723654,4,24.1098,113.005,https://focustaiwan.tw/politics/202207100007
2022-07-10,19,4,1053427199,192,TAIWAN,CHINA,TWN,CHN,,,8,-2.19617224880382,4,24.1098,113.005,https://www.taipeitimes.com/News/taiwan/archives/2022/07/11/2003781544
2022-07-10,19,4,1053443406,190,TAIPEI,CHINA,TWN,CHN,,,2,-2.0,4,24.1098,113.005,https://news.ltn.com.tw/news/focus/breakingnews/3987981
2022-07-09,19,4,1053426439,190,TAIPEI,CHINESE,TWN,CHN,,,10,-2.19617224880382,4,25.0478,121.532,https://www.taipeitimes.com/News/taiwan/archives/2022/07/11/2003781544
2022-07-10,19,4,1053427198,190,TAIPEI,CHINESE,TWN,CHN,,,8,-2.19617224880382,4,25.0478,121.532,https://www.taipeitimes.com/News/taiwan/archives/2022/07/11/2003781544
2022-07-10,19,4,1053427200,192,TAIPEI,CHINA,TWN,CHN,,,6,-2.19617224880382,4,25.1725,121.421,https://www.taipeitimes.com/News/taiwan/archives/2022/07/11/2003781544
2024-06-28,15,4,1184370166,154,BEIJING,TAIWAN,CHN,TWN,,,8,-3.11475409836066,4,39.9289,116.388,https://www.rfa.org/english/news/southchinasea/china-taiwan-patrols-06282024035541.html
2024-06-28,15,4,1184370167,154,BEIJING,TAIWAN,CHN,TWN,,,2,-3.11475409836066,4,39.9289,116.388,https://www.rfa.org/english/news/southchinasea/china-taiwan-patrols-06282024035541.html
2022-07-26,15,4,1055719741,151,BEIJING,TAIWAN,CHN,TWN,,,1,-3.55871886120997,4,25.0478,121.532,http://www.arirang.co.kr/News/News_View.asp?sys_lang=Eng&nseq=304361
2022-07-26,19,4,1055776145,195,TAIWAN,CHINESE,TWN,CHN,,,1,-4.95867768595041,4,25.0478,121.532,https://www.avpress.com/news/newsline/taiwan-holds-drills-amid-concern-about-visit/article_28651dca-0c8f-11ed-b9cc-bbe519af4fee.html
2022-07-26,19,4,1055796012,192,CHINA,TAIWAN,CHN,TWN,,,5,-2.36318407960199,4,39.9289,116.388,https://hotair.com/jazz-shaw/2022/07/26/china-doubles-down-on-pelosis-taiwan-trip-n485154
2022-07-26,19,4,1055776144,195,TAIWAN,CHINESE,TWN,CHN,,,1,-4.95867768595041,4,25.0478,121.532,https://www.avpress.com/news/newsline/taiwan-holds-drills-amid-concern-about-visit/article_28651dca-0c8f-11ed-b9cc-bbe519af4fee.html
2022-07-26,15,4,1055830944,150,TAIWAN,CHINA,TWN,CHN,,,2,-2.97029702970296,4,25.0478,121.532,https://www.cbsnews.com/news/taiwan-military-defense-exercises-china/
2022-07-26,15,4,1055719740,151,BEIJING,TAIWAN,CHN,TWN,,,11,-2.32584076000446,4,25.0478,121.532,http://www.arirang.co.kr/News/News_View.asp?sys_lang=Eng&nseq=304361
2022-07-26,15,4,1055830952,150,TAIWAN,CHINA,TWN,CHN,MIL,,10,-2.97029702970296,4,25.0478,121.532,https://www.cbsnews.com/news/taiwan-military-defense-exercises-china/
2022-09-11,15,4,1062530548,150,CHINA,TAIWAN,CHN,TWN,,,1,-0.48465266558966,4,39.9289,116.388,https://news.ltn.com.tw/news/focus/breakingnews/4055031
2022-09-11,15,4,1062530549,150,CHINA,TAIWAN,CHN,TWN,,,1,-0.48465266558966,4,25.0478,121.532,https://news.ltn.com.tw/news/focus/breakingnews/4055031
2024-08-20,19,4,1193623745,194,TAIWAN,CHINA,TWN,CHN,,,10,-3.50877192982456,4,22.1094,120.874,https://abc17news.com/news/2024/08/20/taiwan-conducts-live-fire-missile-drills-as-china-ramps-up-military-threats/
2024-08-20,19,4,1193619525,194,TAIWAN,CHINA,TWN,CHN,,,690,-2.39665333502201,4,22.1094,120.874,https://www.ipswichstar.co.uk/news/national/24529294.taiwan-conducts-live-fire-missile-drills-china-ramps-military-threats/
2024-08-20,19,4,1193673262,194,TAIWAN,CHINA,TWN,CHN,,MIL,10,-2.52365930599369,4,22.1094,120.874,https://businessmirror.com.ph/2024/08/20/taiwan-conducts-live-fire-missile-drills-in-response-to-chinas-military-pressure/
2024-08-20,19,4,1193691187,194,TAIWAN,CHINA,TWN,CHN,MIL,,10,-1.59574468085106,4,22.1094,120.874,https://www.independent.co.uk/asia/china/taiwan-china-military-missile-drills-b2598914.html
2024-08-20,19,4,1193645126,194,TAIWAN,CHINA,TWN,CHN,,,10,-2.55681818181818,5,22.4956,120.614,https://www.arabtimesonline.com/news/taiwan-conducts-live-fire-missile-drills-as-china-ramps-up-military-threats/
2024-08-20,19,4,1193628103,194,TAIWAN,CHINA,TWN,CHN,,,10,-2.92207792207792,4,24.0,119.0,https://www.business-standard.com/external-affairs-defence-security/news/taiwan-launches-live-fire-missile-drills-as-china-ramps-up-military-threats-124082000502_1.html
2023-07-30,15,4,1117993257,150,CHINA,TAOYUAN,CHN,TWN,MIL,,3,-1.5267175572519,4,24.1098,113.005,https://www.cbsnews.com/news/china-taiwan-us-military-aid-powder-keg/
2023-07-30,15,4,1117993258,150,CHINA,TAOYUAN,CHN,TWN,MIL,,2,-1.5267175572519,4,24.1098,113.005,https://www.cbsnews.com/news/china-taiwan-us-military-aid-powder-keg/
2023-07-30,15,4,1117993259,150,CHINA,TAOYUAN,CHN,TWN,MIL,,1,-1.5267175572519,4,25.0478,121.532,https://www.cbsnews.com/news/china-taiwan-us-military-aid-powder-keg/
2025-10-09,15,4,1267608539,150,CHINA,TAIWAN,CHN,TWN,,,2,-1.88930922570214,4,39.9289,116.388,https://english.aawsat.com/world/5195321-taiwan-says-anti-drone-measures-will-be-top-priority-defense-against-china
2025-10-09,15,4,1267608537,150,CHINA,TAIWAN,CHN,TWN,,,5,-2.00133040699348,4,39.9289,116.388,https://www.newsday.com/news/nation/taiwan-defense-report-drones-china-threat-x79633
2025-10-09,15,4,1267608538,150,CHINA,TAIWAN,CHN,TWN,,,24,-1.98606237619827,4,25.0478,121.532,https://www.newsday.com/news/nation/taiwan-defense-report-drones-china-threat-x79633
2025-10-09,15,4,1267608542,150,CHINA,TAIWAN,CHN,TWN,,,30,-1.98606237619827,4,25.0478,121.532,https://www.newsday.com/news/nation/taiwan-defense-report-drones-china-threat-x79633
2023-01-22,19,4,1081269853,190,CHINA,TAIWAN,CHN,TWN,,,12,-1.57303370786517,4,39.9289,116.388,https://www.indiatoday.in/world/story/china-no-longer-comfortable-status-quo-taiwan-us-antony-blinken-2324731-2023-01-22
2023-01-22,19,4,1081269855,190,CHINA,TAIWAN,CHN,TWN,,,1,-1.57303370786517,3,41.85,-87.6501,https://www.indiatoday.in/world/story/china-no-longer-comfortable-status-quo-taiwan-us-antony-blinken-2324731-2023-01-22
2023-07-23,15,4,1116585404,154,TAIWAN,CHINA,TWN,CHN,,,5,-4.61095100864553,4,25.0478,121.532,https://isp.netscape.com/news/world/story/0001/20230722/548705bdceb0763c654cfd11f9b74dfd
2023-07-23,15,4,1116578702,154,TAIWAN,CHINA,TWN,CHN,,,10,-1.88377638435044,4,24.0,121.0,https://exbulletin.com/politics/2259973/
2023-07-23,15,4,1116574553,154,TAIWAN,CHINA,TWN,CHN,,,29,-4.52606744580974,4,24.0,119.0,https://www.startribune.com/as-taiwan-prepares-for-anti-invasion-exercises-china-sends-dozens-of-warplanes-toward-the-island/600291563/
2023-07-23,19,4,1116656794,195,CHINA,TAIWAN,CHN,TWN,,,25,-4.29712128362435,4,24.0,119.0,https://www.armytimes.com/flashpoints/china/2023/07/23/china-sends-dozens-of-fighter-jets-bombers-toward-taiwan/
2023-07-23,15,4,1116588090,154,TAIWAN,CHINA,TWN,CHN,,,10,-4.39501910079342,4,25.0478,121.532,https://www.texarkanagazette.com/news/2023/jul/22/as-taiwan-prepares-for-anti-invasion-exercises/
2023-07-23,19,4,1116676556,195,CHINA,TAIWAN,CHN,TWN,,,5,-4.29447852760736,4,25.0478,121.532,https://www.airforcetimes.com/flashpoints/china/2023/07/23/china-sends-dozens-of-fighter-jets-bombers-toward-taiwan/
2023-07-23,19,4,1116604273,192,TAIWAN,CHINA,TWN,CHN,,,10,-1.22324159021406,4,22.0511,121.541,https://focustaiwan.tw/society/202307230003
2023-07-23,19,4,1116669198,192,TAIWAN,CHINA,TWN,CHN,,,10,-1.14068441064638,4,25.0327,121.275,https://www.taipeitimes.com/News/taiwan/archives/2023/07/24/2003803664
2025-11-22,19,4,1275588624,190,CHINA,TAIWAN,CHN,TWN,,,2,-5.69259962049336,4,39.9289,116.388,https://www.straitstimes.com/asia/east-asia/china-takes-spat-with-japan-over-taiwan-to-un-vows-to-defend-itself
2022-04-17,19,4,1039836971,190,BEIJING,TAIPEI,CHN,TWN,,,8,-1.0989010989011,3,38.8951,-77.0364,https://www.business-standard.com/article/beyond-business/america-s-china-war-122041700881_1.html
2025-04-12,15,4,1298847841,150,LIENCHIANG COUNTY,CHINA,TWN,CHN,,MIL,8,-0.43290043290043,4,24.1098,113.005,https://www.taipeitimes.com/News/taiwan/archives/2026/04/13/2003855501
2025-12-28,15,4,1281268655,154,CHINESE,TAIWAN,CHN,TWN,MIL,,6,-1.49253731343284,4,39.9289,116.388,https://redstate.com/erik-durneika/2025/12/28/taiwan-update-the-2025-china-military-power-report-an-arms-package-that-sends-a-signal-and-more-n2197530
2022-09-04,19,4,1061461888,193,CHINA,TAIWAN,CHN,TWN,,,1,-6.39593908629443,4,39.9289,116.388,https://www.theguardian.com/commentisfree/2022/sep/04/worlds-thugs-fear-democracy-the-west-must-nurture-it
2022-09-04,19,4,1061456721,193,CHINA,TAIWAN,CHN,TWN,,,2,-6.34920634920635,4,24.4367,118.318,https://www.thestar.com.my/aseanplus/aseanplus-news/2022/09/04/risk-of-a-military-clash-rises-in-taiwan-strait-after-island-fires-at-mainland-chinese-drone-experts-say
2022-09-04,19,4,1061526764,193,TAIWAN,CHINESE,TWN,CHN,,,1,-6.79611650485437,4,24.4367,118.318,https://www.naturalnews.com/2022-09-04-world-again-on-brink-of-war-taiwan-shoots-down-chinese-drone.html
2022-09-04,19,4,1061526766,193,TAIWAN,CHINESE,TWN,CHN,,,8,-6.79611650485437,4,25.0478,121.532,https://www.naturalnews.com/2022-09-04-world-again-on-brink-of-war-taiwan-shoots-down-chinese-drone.html
2022-08-05,19,4,1061517848,192,CHINESE,TAIWAN,CHN,TWN,,,6,-1.985559566787,4,24.1098,113.005,https://news.ltn.com.tw/news/focus/breakingnews/4047961
2022-08-05,19,4,1061517849,192,CHINESE,TAIWAN,CHN,TWN,,,4,-1.985559566787,4,24.1098,113.005,https://news.ltn.com.tw/news/focus/breakingnews/4047961
2022-08-28,15,4,1061458435,150,TAIPEI,CHINA,TWN,CHN,,,2,-2.01005025125629,4,25.0478,121.532,https://focustaiwan.tw/politics/202209040003
2022-08-05,19,4,1061513630,191,CHINA,TAIWAN,CHN,TWN,MIL,,10,-5.0956851880355,4,25.0478,121.532,https://www.thehindu.com/opinion/editorial/dangers-of-brinksmanship/article65849309.ece
2022-09-04,19,4,1061526763,193,TAIWAN,CHINESE,TWN,CHN,,,1,-6.79611650485437,4,39.9289,116.388,https://www.naturalnews.com/2022-09-04-world-again-on-brink-of-war-taiwan-shoots-down-chinese-drone.html
2022-09-04,19,4,1061456722,193,CHINA,TAIWAN,CHN,TWN,,,3,-6.34920634920635,4,24.4367,118.318,https://www.thestar.com.my/aseanplus/aseanplus-news/2022/09/04/risk-of-a-military-clash-rises-in-taiwan-strait-after-island-fires-at-mainland-chinese-drone-experts-say
2022-09-04,19,4,1061526765,193,TAIWAN,CHINESE,TWN,CHN,,,8,-6.79611650485437,4,24.4367,118.318,https://www.naturalnews.com/2022-09-04-world-again-on-brink-of-war-taiwan-shoots-down-chinese-drone.html
2023-02-20,19,4,1085834734,192,TAIWAN,CHINESE,TWN,CHN,,,2,-2.53164556962025,4,29.0,125.0,https://thedailyblog.co.nz/2023/02/21/guest-blog-ben-morgan-pacific-intelligence-update/
2024-05-26,19,4,1177990608,190,TAIWAN,CHINA,TWN,CHN,,,15,-3.88664139740497,4,24.9139,118.586,https://www.marketscreener.com/quote/index/MSCI-TAIWAN-STRD-107361484/news/Taiwan-bar-on-frontline-with-China-blends-history-into-cocktails-46828605/
2024-05-26,15,4,1178040558,150,CHINA,TAIWAN,CHN,TWN,,,5,-2.81030444964871,4,24.9139,118.586,https://www.news24.com/news24/world/news/taiwan-repeats-offer-of-goodwill-cooperation-even-as-china-hits-island-with-punishment-20240526
2024-05-26,19,4,1177990609,190,TAIWANESE,CHINESE,TWN,CHN,,,57,-3.89315257940331,4,24.4367,118.318,https://www.marketscreener.com/quote/index/MSCI-TAIWAN-STRD-107361484/news/Taiwan-bar-on-frontline-with-China-blends-history-into-cocktails-46828605/
2024-05-26,19,4,1178081774,190,TAIWANESE,CHINESE,TWN,CHN,,,5,-4.13223140495868,4,24.4367,118.318,https://www.taipeitimes.com/News/taiwan/archives/2024/05/27/2003818468
2024-05-26,15,4,1177980917,154,TAIWANESE,CHINA,TWN,CHN,,,4,-6.47707979626486,4,39.9289,116.388,https://www.foxnews.com/world/biden-admin-urges-china-show-restraint-taiwan-former-navy-captain-warns-ccp-preparing-war
2024-05-26,15,4,1177980921,154,TAIWANESE,CHINA,TWN,CHN,ELI,,12,-6.47707979626486,4,39.9289,116.388,https://www.foxnews.com/world/biden-admin-urges-china-show-restraint-taiwan-former-navy-captain-warns-ccp-preparing-war
2024-05-26,15,4,1177991280,150,CHINA,TAIWAN,CHN,TWN,,,9,-2.09922292055171,4,39.9289,116.388,https://aninews.in/news/world/asia/chinas-large-scale-military-drills-around-taiwan-could-become-regular-warn-us-experts20240526103646/
2024-05-26,19,4,1178000432,192,TAIWAN,CHINA,TWN,CHN,,,2,-4.26179604261796,4,24.2479,112.028,https://english.aawsat.com/world/5024409-china-ends-military-drills-around-taiwan-taipei-labels-them-%E2%80%98provocative%E2%80%99-int%E2%80%99l-order
2024-05-26,15,4,1177994752,154,CHINA,TAIWAN,CHN,TWN,,,2,-4.48717948717948,5,20.6667,121.917,https://www.dailymail.co.uk/news/article-13460755/China-Taiwan-war-games-America-philippines-invasion.html
2024-05-26,15,4,1177991281,150,CHINA,TAIWAN,CHN,TWN,,,16,-1.52906628759539,4,39.9289,116.388,https://aninews.in/news/world/asia/chinas-large-scale-military-drills-around-taiwan-could-become-regular-warn-us-experts20240526103646/
2024-05-26,15,4,1177993967,154,TAIWANESE,CHINA,TWN,CHN,,,2,-6.98924731182796,4,39.9289,116.388,https://www.yahoo.com/news/biden-admin-urges-china-show-020736072.html
2024-05-26,15,4,1177999695,150,CHINA,TAIWAN,CHN,TWN,,,16,-1.65656069048399,4,39.9289,116.388,https://economictimes.indiatimes.com/news/defence/chinas-large-scale-military-drills-around-taiwan-could-become-regular-warn-us-experts/articleshow/110433856.cms
2024-05-26,15,4,1178040556,150,CHINA,TAIWAN,CHN,TWN,,,5,-2.81030444964871,4,39.9289,116.388,https://www.news24.com/news24/world/news/taiwan-repeats-offer-of-goodwill-cooperation-even-as-china-hits-island-with-punishment-20240526
2024-05-26,15,4,1177979600,150,CHINA,TAIWAN,CHN,TWN,,,10,-3.92857142857142,4,25.0478,121.532,https://timesofindia.indiatimes.com/world/china/china-concludes-elaborate-military-drills-near-taiwan/articleshow/110431000.cms
2024-05-26,15,4,1178029131,150,CHINA,TAIWAN,CHN,TWN,,,9,-4.12486064659978,4,25.0478,121.532,https://www.globalsecurity.org/wmd/library/news/taiwan/2024/taiwan-240525-voa01.htm
2024-05-26,19,4,1177990321,190,CHINA,TAIWAN,CHN,TWN,,,15,-3.88664139740497,4,24.9139,118.586,https://www.marketscreener.com/quote/index/MSCI-TAIWAN-STRD-107361484/news/Taiwan-bar-on-frontline-with-China-blends-history-into-cocktails-46828605/
2024-05-26,19,4,1177990322,190,CHINESE,TAIWANESE,CHN,TWN,,,57,-3.89315257940331,4,24.4367,118.318,https://www.marketscreener.com/quote/index/MSCI-TAIWAN-STRD-107361484/news/Taiwan-bar-on-frontline-with-China-blends-history-into-cocktails-46828605/
2024-05-26,19,4,1178081351,190,CHINESE,TAIWAN,CHN,TWN,,,4,-4.13223140495868,4,24.4367,118.318,https://www.taipeitimes.com/News/taiwan/archives/2024/05/27/2003818468
2024-05-26,19,4,1178081352,190,CHINESE,TAIWANESE,CHN,TWN,,,1,-4.13223140495868,4,24.4367,118.318,https://www.taipeitimes.com/News/taiwan/archives/2024/05/27/2003818468
2024-05-26,15,4,1178064837,154,CHINA,TAIWAN,CHN,TWN,,,10,-4.50236966824644,3,38.8951,-77.0364,https://www.theblaze.com/news/u-s-prepares-for-war-amid-growing-tensions-that-china-could-invade-taiwan
2023-06-18,15,4,1109539033,150,CHINA,TAIWANESE,CHN,TWN,,,44,-0.984325683348289,4,39.9289,116.388,https://www.france24.com/en/live-news/20230617-blinken-due-on-rare-beijing-visit-in-bid-to-lower-temperature
2023-06-18,15,4,1109664287,154,BEIJING,TAIWAN,CHN,TWN,,,7,0.6993006993007,4,39.9289,116.388,https://www.taipeitimes.com/News/editorials/archives/2023/06/19/2003801750
2023-06-18,15,4,1109664288,154,BEIJING,TAIWAN,CHN,TWN,,,3,0.6993006993007,4,23.57,119.57,https://www.taipeitimes.com/News/editorials/archives/2023/06/19/2003801750
2024-06-24,15,4,1183533482,154,TAIWAN,CHINESE,TWN,CHN,,,4,-6.25,4,39.9289,116.388,https://www.yahoo.com/news/lai-slams-china-over-taiwanese-134228706.html
2024-06-24,15,4,1183533483,154,TAIWAN,CHINESE,TWN,CHN,,MIL,6,-6.25,4,39.9289,116.388,https://www.yahoo.com/news/lai-slams-china-over-taiwanese-134228706.html
2024-06-24,15,4,1183447881,150,CHINESE,TAIWAN,CHN,TWN,,,6,-4.23433342508487,4,25.0478,121.532,https://www.businessinsider.com/china-death-penalty-for-diehard-taiwan-independence-supporters-2024-6
2024-06-24,15,4,1183447896,150,CHINESE,TAIWAN,CHN,TWN,MIL,,15,-4.23433342508487,4,25.0478,121.532,https://www.businessinsider.com/china-death-penalty-for-diehard-taiwan-independence-supporters-2024-6
2024-06-24,15,4,1183448778,150,TAIPEI,CHINA,TWN,CHN,,MIL,2,-3.03030303030303,4,24.1098,113.005,https://www.globalsecurity.org/wmd/library/news/taiwan/2024/taiwan-240623-cna01.htm
2024-06-24,15,4,1183448779,150,TAIWAN,CHINA,TWN,CHN,,MIL,2,-3.03030303030303,4,25.0478,121.532,https://www.globalsecurity.org/wmd/library/news/taiwan/2024/taiwan-240623-cna01.htm
