OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CALSPHERE 1,1964-063C,2026-05-20T18:10:54.567264,13.76589372,.00275374,90.2234,71.1238,20.3579,12.1178,0,U,900,999,6765,.48388433E-3,.485E-5,0
CALSPHERE 2,1964-063E,2026-05-20T19:23:39.879744,13.52897821,.00170697,90.2369,75.1358,311.4700,80.5259,0,U,902,999,85256,.74173744E-4,.58E-6,0
LCS 1,1965-034C,2026-05-20T16:56:21.232320,9.89310410,.00127139,32.1404,242.2815,23.4432,336.6644,0,U,1361,999,20716,.1779043E-2,.22E-6,0
TEMPSAT 1,1965-065E,2026-05-20T22:12:42.048288,13.33592524,.00683995,90.0008,212.5894,326.5945,209.7625,0,U,1512,999,95641,.39937584E-4,.28E-6,0
CALSPHERE 4A,1965-065H,2026-05-20T23:13:21.625824,13.36272639,.00696608,89.8965,122.7578,178.6012,237.4886,0,U,1520,999,95907,.13610161E-3,.8E-6,0
OPS 5712 (P/L 160),1967-053A,2026-05-20T21:37:03.213696,14.77275183,.00014811,69.9163,105.1539,259.1489,100.9492,0,U,2826,999,6220,.72434509E-3,.5072E-4,0
LES-5,1967-066E,2026-05-20T16:48:07.757856,1.09425243,.00530798,2.5605,97.1426,213.3874,359.8213,0,U,2866,999,13073,0,-.56E-6,0
SURCAL 159,1967-053F,2026-05-20T12:00:20.189952,13.99595499,.00061127,69.9748,60.4470,174.4227,185.6950,0,U,2872,999,633,.68987303E-4,.47E-6,0
OPS 5712 (P/L 153),1967-053H,2026-05-20T15:00:29.054592,13.96824058,.0009709,69.9723,174.3833,241.6869,118.3258,0,U,2874,999,294,.24265218E-4,-.2E-6,0
RIGIDSPHERE 2 (LCS 4),1971-067E,2026-05-20T21:52:30.408384,14.37834925,.00585946,87.6219,346.3885,325.3073,34.4310,0,U,5398,999,86996,.11797966E-3,.38E-5,0
OSCAR 7 (AO-7),1974-089B,2026-05-20T11:26:21.625152,12.53697590,.00122577,101.9911,153.4337,182.2122,345.1959,0,U,7530,999,35704,-.52642149E-4,-.55E-6,0
STARLETTE,1975-010A,2026-05-20T21:48:42.665760,13.82350175,.02055792,49.8250,212.2706,332.9208,26.1079,0,U,7646,999,59076,.8120986E-5,-.132E-5,0
LAGEOS 1,1976-039A,2026-05-20T21:37:00.506784,6.38664681,.00446761,109.8034,169.9998,308.1172,219.1193,0,U,8820,999,91139,0,.4E-7,0
PHASE 3B (AO-10),1983-058B,2026-05-20T04:55:53.101344,2.05872908,.60205646,25.8960,224.2131,107.9633,323.3103,0,U,14129,999,29491,0,-.279E-5,0
UOSAT 2 (UO-11),1984-021B,2026-05-20T21:39:59.954400,14.90709422,.00060201,97.8043,106.7870,276.3707,83.6825,0,U,14781,999,25306,.80211088E-4,.731E-5,0
AJISAI (EGS),1986-061A,2026-05-20T20:26:41.739936,12.44516380,.00113807,50.0086,231.4517,111.3059,51.0921,0,U,16908,999,47698,.20856042E-3,-.68E-6,0
TDRS 3,1988-091B,2026-05-20T10:34:39.959328,1.00265515,.00395615,12.6233,341.1891,357.1744,9.4015,0,U,19548,999,12511,0,-.309E-5,0
COSMOS 1989 (ETALON 1),1989-001C,2026-05-20T07:48:14.866848,2.13155895,.00233275,64.9305,73.1479,217.6352,327.1472,0,U,19751,999,29077,0,-.8E-7,0
COSMOS 2024 (ETALON 2),1989-039C,2026-05-20T20:06:16.312320,2.13204499,.00206182,64.9522,311.4774,212.6597,158.2765,0,U,20026,999,28792,0,-.34E-6,0
FLTSATCOM 8 (USA 46),1989-077A,2026-05-20T15:57:34.541568,1.00268271,.00062254,12.4293,351.3317,28.6941,223.3798,0,U,20253,999,26028,0,-.377E-5,0
LUSAT (LO-19),1990-005G,2026-05-20T06:35:08.388960,14.34113546,.0010482,98.8865,161.3091,290.1034,69.9021,0,U,20442,999,89839,.38515E-4,.61E-6,0
HST,1990-037B,2026-05-20T16:37:52.117248,15.30432412,.00015658,28.4745,268.4391,182.8625,177.1962,0,U,20580,999,78435,.14635577E-3,.4662E-4,0
SKYNET 4C,1990-079A,2026-05-20T17:48:46.942272,1.00273580,.00024841,13.3487,350.0058,51.0994,137.8281,0,U,20776,999,13061,0,.116E-5,0
TDRS 5,1991-054B,2026-05-20T07:51:38.459808,1.00279839,.00070731,14.0752,353.9891,277.7036,276.7616,0,U,21639,999,12743,0,.76E-6,0
LAGEOS 2,1992-070B,2026-05-20T08:42:31.398624,6.47293622,.01377538,52.6605,284.2453,175.1307,224.2822,0,U,22195,999,79362,0,-.9E-7,0
TDRS 6,1993-003B,2026-05-20T22:34:19.397856,1.00264719,.00070443,14.1827,357.2637,171.9750,1.8696,0,U,22314,999,12213,0,-.307E-5,0
SCD 1,1993-009B,2026-05-20T18:20:35.372256,14.46107080,.00418507,24.9711,16.8921,207.5558,196.9290,0,U,22490,999,75714,.37125845E-4,.322E-5,0
UFO 2 (USA 95),1993-056A,2026-05-20T19:59:38.728896,1.00276019,.00082541,11.8857,3.7072,1.5071,201.8282,0,U,22787,999,11827,0,.115E-5,0
STELLA,1993-061B,2026-05-20T22:45:23.251392,14.27469613,.00056672,98.7737,205.0999,324.7585,213.0254,0,U,22824,999,70088,.5499318E-5,-.32E-6,0
EYESAT A (AO-27),1993-061C,2026-05-20T22:32:31.255296,14.30933906,.0008533,98.6889,208.3610,172.6767,187.4541,0,U,22825,999,70310,.40068575E-4,.61E-6,0
ITAMSAT (IO-26),1993-061D,2026-05-20T22:14:33.813600,14.31359928,.00093763,98.6837,208.2632,157.1046,203.0557,0,U,22826,999,70341,.36090246E-4,.51E-6,0
USA 99 (MILSTAR-1 1),1994-009A,2026-05-20T11:34:07.386816,0.98724193,.00012243,17.5876,27.9946,257.3928,285.9600,0,U,22988,999,3267,0,-.269E-5,0
RADIO ROSTO (RS15),1994-085A,2026-05-20T19:11:37.917888,11.27583603,.01551843,64.8185,347.5110,8.9053,351.4569,0,U,23439,999,29281,-.38466165E-4,-.44E-6,0
UFO 4 (USA 108),1995-003A,2026-05-20T20:11:14.464896,1.00268456,.00031822,9.7068,13.3232,37.3298,303.0104,0,U,23467,999,11467,0,-.31E-6,0
TDRS 7,1995-035B,2026-05-20T16:43:29.606880,1.00271746,.00112108,13.3889,348.3813,71.3156,158.8082,0,U,23613,999,11297,0,-.251E-5,0
USA 115 (MILSTAR-1 2),1995-060A,2026-05-20T15:27:07.502976,1.00366622,.00004983,14.0639,3.9578,91.3025,271.2940,0,U,23712,999,3261,0,-.147E-5,0
POLAR,1996-013A,2026-05-19T12:55:31.357632,1.29846051,.6441831,79.8243,227.3860,210.0636,88.0785,0,U,23802,999,14448,0,.76E-6,0
INMARSAT 3-F1,1996-020A,2026-05-20T05:14:20.753664,0.99986153,.00036447,10.5447,46.8903,8.7684,194.8796,0,U,23839,999,10997,0,-.27E-5,0
USA 119,1996-029A,2026-05-20T07:55:58.694016,13.46168845,.08496937,63.3194,264.9987,48.7559,318.3577,0,U,23893,999,10152,.10372989E-3,.504E-5,0
JAS-2 (FO-29),1996-046B,2026-05-20T21:08:27.368448,13.53272888,.03501025,98.5266,353.4897,167.1472,193.8883,0,U,24278,999,46947,.36471582E-4,.2E-7,0
INMARSAT 3-F2,1996-053A,2026-05-20T14:41:43.603872,1.00002854,.00068319,9.7965,54.2162,6.7714,213.6978,0,U,24307,999,10864,0,-.43E-6,0
INMARSAT 3-F3,1996-070A,2026-05-20T19:42:22.695264,0.99973996,.00039945,10.2606,49.9131,353.3285,202.3870,0,U,24674,999,10763,0,-.11E-6,0
NAVSTAR 43 (USA 132),1997-035A,2026-05-20T18:42:42.484896,2.00563774,.01010988,55.9812,99.6463,56.4576,304.4688,0,U,24876,999,21140,0,.24E-6,0
FORTE,1997-047A,2026-05-20T23:39:20.925504,14.27932532,.00240052,69.9534,75.4605,310.5324,49.3707,0,U,24920,999,49480,.64806591E-4,.103E-5,0
AMC-3,1997-050A,2026-05-20T07:50:38.671872,1.00271479,.00027849,8.0795,64.4022,353.9160,225.3205,0,U,24936,999,5215,0,-.268E-5,0
USA 134,1997-065A,2026-05-20T12:24:13.337856,1.00272381,.00047637,12.7530,21.9323,331.4832,318.6646,0,U,25019,999,3267,0,-.73E-6,0
ORBCOMM FM06,1997-084G,2026-05-20T19:59:41.790912,14.47487180,.00021357,45.0126,184.3892,243.4531,287.4114,0,U,25118,999,49042,.20388413E-3,.611E-5,0
INMARSAT 3-F5,1998-006B,2026-05-20T07:18:08.527104,1.00270502,.00048564,9.6333,53.5341,1.8056,238.1832,0,U,25153,999,10361,0,-.298E-5,0
ORBCOMM FM04,1998-007C,2026-05-20T15:55:43.641984,14.35680064,.00403489,107.9627,112.7760,12.4775,347.7356,0,U,25159,999,47264,.23309634E-3,.547E-5,0
CELESTIS-02 & TAURUS R/B,1998-007D,2026-05-20T23:22:30.244224,14.22476206,.00621247,108.0106,277.3754,181.1865,285.6533,0,U,25160,999,46664,.56736311E-4,-.1E-7,0
TECHSAT 1B (GO-32),1998-043D,2026-05-20T22:48:46.659456,14.24422362,.00005642,99.0063,133.0237,352.1860,7.9309,0,U,25397,999,44745,.27284503E-4,.16E-6,0
WESTPAC,1998-043E,2026-05-20T21:59:58.661952,14.23051613,.00005003,99.0127,126.3212,334.6434,25.4719,0,U,25398,999,44706,.6334994E-5,-.32E-6,0
ORBCOMM FM19,1998-046C,2026-05-20T22:28:03.061920,14.39438125,.00027059,44.9953,13.0886,163.8937,210.5915,0,U,25415,999,45285,.23830828E-3,.606E-5,0
ORBCOMM FM20,1998-046D,2026-05-20T22:03:31.116096,14.38020616,.00002045,44.9954,20.7925,40.3501,319.7363,0,U,25416,999,45286,.17271089E-3,.385E-5,0
ORBCOMM FM27,1998-053G,2026-05-20T15:04:04.334880,14.39078935,.00016698,45.0043,106.2436,307.2419,52.8278,0,U,25481,999,44626,.20116253E-3,.485E-5,0
SCD 2,1998-060A,2026-05-20T23:36:05.339232,14.45514092,.00166258,24.9950,239.9260,194.9645,326.0170,0,U,25504,999,45638,.33840034E-4,.304E-5,0
ISS (ZARYA),1998-067A,2026-05-20T20:13:19.706880,15.49287262,.00075322,51.6329,75.4677,80.3085,279.8754,0,U,25544,999,56751,.10506669E-3,.5401E-4,0
SWAS,1998-071A,2026-05-20T20:19:42.013056,15.09398851,.00084416,69.8957,298.0125,284.8868,75.1361,0,U,25560,999,49314,.16073862E-3,.2472E-4,0
ISS (UNITY),1998-069F,2026-05-20T20:13:19.706880,15.49287262,.00075322,51.6329,75.4677,80.3085,279.8754,0,U,25575,999,56708,.10506669E-3,.5401E-4,0
DLR-TUBSAT,1999-029B,2026-05-20T22:39:15.537312,14.52418614,.00153683,98.6693,135.5529,74.4645,285.8245,0,U,25757,999,42929,.17803334E-4,.24E-6,0
CXO,1999-040B,2026-05-22T22:20:08.263680,0.37806180,.78783757,55.8201,117.2945,310.4889,359.9500,0,U,25867,999,1722,0,.519E-5,0
ABS-6,1999-053A,2026-05-20T20:07:22.335744,1.00269509,.00035756,0.0043,78.0416,352.1425,269.1940,0,U,25924,999,9756,0,-.126E-5,0
NAVSTAR 46 (USA 145),1999-055A,2026-05-20T16:44:22.671168,2.00563554,.01066289,51.4895,296.6705,174.3240,58.5807,0,U,25933,999,19502,0,-.57E-6,0
UFO 10 (USA 146),1999-063A,2026-05-18T01:47:38.461344,1.00268506,.00024771,9.8420,27.3666,337.2056,235.2412,0,U,25967,999,9704,0,-.189E-5,0
ORBCOMM FM32,1999-065C,2026-05-20T18:17:00.293280,14.37089269,.000574,45.0160,303.0508,271.0826,88.9365,0,U,25982,999,38314,.17579855E-3,.385E-5,0
XMM-NEWTON,1999-066A,2026-05-21T10:09:05.637888,0.50128485,.46813756,64.6252,283.3241,65.4103,0.1910,0,U,25989,999,2287,0,.5E-7,0
TERRA,1999-068A,2026-05-20T22:04:05.480832,14.61078303,.0001501,97.9474,191.5444,354.7300,178.0079,0,U,25994,999,40562,.547887E-4,.225E-5,0
ASIASTAR,2000-016A,2026-05-20T18:09:18.413568,1.00268910,.00048566,9.0686,58.4462,3.4291,193.8601,0,U,26107,999,9564,0,-.341E-5,0
IMAGE,2000-017A,2026-05-20T09:48:00.949248,1.68665746,.74524778,94.2067,315.0050,290.9630,8.3365,0,U,26113,999,16103,.33926204E-1,.106E-5,0
TDRS 8,2000-034A,2026-05-20T16:03:01.428192,1.00272391,.00056035,12.6416,31.5560,359.2926,173.0955,0,U,26388,999,9490,0,-.205E-5,0
ISS (ZVEZDA),2000-037A,2026-05-20T20:13:19.706880,15.49287262,.00075322,51.6329,75.4677,80.3085,279.8754,0,U,26400,999,56712,.10506669E-3,.5401E-4,0
NAVSTAR 48 (USA 151),2000-040A,2026-05-20T08:57:51.804000,2.00557405,.01213726,54.8557,216.2671,302.3556,59.1031,0,U,26407,999,18939,0,.9E-7,0
CLUSTER II-FM7 (SAMBA),2000-041A,2026-05-19T03:11:14.910144,0.44883482,.90185594,149.8437,45.8867,262.6588,0.3747,0,U,26410,999,2018,0,.6663E-4,0
CLUSTER II-FM8 (TANGO),2000-045B,2026-05-21T09:34:21.224064,0.44397714,.9027871,150.1098,47.2402,263.9095,0.0798,0,U,26464,999,2018,0,.6872E-4,0
NSS-11,2000-059A,2026-05-20T20:12:14.368608,1.00270342,.00029176,2.0579,81.6893,323.1184,312.7494,0,U,26554,999,4101,0,.19E-6,0
USA 153,2000-065A,2026-05-20T15:03:58.262688,1.00276056,.00030413,11.5791,35.6510,32.2266,170.7568,0,U,26575,999,3265,0,-.333E-5,0
AMC-6,2000-067A,2026-05-20T21:33:54.165312,1.00268807,.00033153,0.1024,79.2318,339.5085,8.2637,0,U,26580,999,9361,0,.82E-6,0
NAVSTAR 49 (USA 154),2000-071A,2026-05-20T17:59:59.993088,2.00566734,.01743718,55.6113,96.0376,266.5617,290.6756,0,U,26605,999,18696,0,.17E-6,0
ISS (DESTINY),2001-006B,2026-05-20T20:13:19.706880,15.49287262,.00075322,51.6329,75.4677,80.3085,279.8754,0,U,26700,999,56716,.10506669E-3,.5401E-4,0
ODIN,2001-007A,2026-05-20T20:08:56.054688,15.67499311,.00038704,97.3897,180.1955,175.4521,184.6776,0,U,26702,999,38510,.79009187E-3,.86247E-3,0
USA 157 (MILSTAR-2 2),2001-009A,2026-05-20T08:32:40.922880,1.00275316,.00382537,11.5136,19.9409,179.3057,16.8904,0,U,26715,999,3266,0,.101E-5,0
BSAT-2A,2001-011B,2026-05-20T21:11:12.368256,0.99179293,.00024353,10.6768,47.7412,225.0158,306.1840,0,U,26720,999,9170,0,-.48E-6,0
OMNI-M1,2001-026A,2026-05-19T10:28:09.458112,3.92401339,.00151862,44.8407,251.8908,48.7845,311.3788,0,U,26857,999,20444,0,-.14E-6,0
INTELSAT 902 (IS-902),2001-039A,2026-05-20T19:08:03.696864,1.00271540,.00046086,6.0496,72.1109,343.3141,59.9499,0,U,26900,999,9042,0,-.289E-5,0
PCSAT (NO-44),2001-043C,2026-05-20T22:04:05.568096,14.31944253,.00062147,67.0507,314.7982,263.6889,96.3506,0,U,26931,999,28654,.55455823E-4,.66E-6,0
PROBA-1,2001-049B,2026-05-20T23:41:53.159712,15.07373854,.00540441,97.9600,148.5724,213.4604,146.3205,0,U,26958,999,33952,.27637474E-4,.359E-5,0
TIMED,2001-055B,2026-05-20T17:02:49.701408,14.95217010,.00005513,74.0672,290.3396,167.4390,192.6808,0,U,26998,999,32671,.73122168E-4,.764E-5,0
MAROC-TUBSAT,2001-056D,2026-05-20T23:55:40.120032,13.70261229,.00194249,99.8071,317.3453,210.6335,265.3317,0,U,27004,999,22246,.8680609E-5,-.39E-6,0
COSMOS 2385,2001-058B,2026-05-21T00:21:10.444608,12.60564091,.00049897,82.5384,237.2200,299.0628,234.5119,0,U,27056,999,12235,-.33582735E-3,-.48E-6,0
COSMOS 2386,2001-058C,2026-05-20T11:50:05.898912,12.61616151,.00015406,82.5454,231.8898,112.9672,247.1582,0,U,27057,999,12301,.13692775E-3,.35E-6,0
USA 164 (MILSTAR-2 3),2002-001A,2026-05-20T20:07:38.673120,1.00277893,.0099475,11.1484,22.0783,7.6337,169.7518,0,U,27168,999,3268,0,.89E-6,0
INTELSAT 904 (IS-904),2002-007A,2026-05-20T16:12:18.192384,1.00270762,.00071223,6.8539,69.5084,348.5369,31.8825,0,U,27380,999,5149,0,-.232E-5,0
AQUA,2002-022A,2026-05-20T22:47:36.246048,14.62110086,.00020034,98.4263,109.6922,69.5149,326.6512,0,U,27424,999,27929,.10524757E-3,.479E-5,0
DIRECTV 5 (TEMPO 1),2002-023A,2026-05-20T22:15:58.658400,1.00271249,.00031395,4.8105,75.6393,338.0301,48.7979,0,U,27426,999,8785,0,-.63E-6,0
INTELSAT 905 (IS-905),2002-027A,2026-05-20T21:28:06.757824,1.00271508,.00037586,6.6876,70.1225,358.5384,354.6930,0,U,27438,999,5108,0,.87E-6,0
GALAXY 3C (G-3C),2002-030A,2026-05-20T20:19:59.046816,1.00270930,.0001534,3.6615,78.3366,30.4802,339.8240,0,U,27445,999,4622,0,-.158E-5,0
COSMOS 2390,2002-036A,2026-05-20T22:50:58.098912,12.44622246,.00250801,82.4864,1.9888,320.2409,39.6833,0,U,27464,999,8428,.26979402E-3,.48E-6,0
COSMOS 2391,2002-036B,2026-05-20T23:25:08.853888,12.44945853,.00258461,82.4858,358.5185,314.1026,45.7928,0,U,27465,999,8446,.34775061E-3,.59E-6,0
INTELSAT 906 (IS-906),2002-041A,2026-05-20T21:22:56.243136,1.00270848,.00046894,5.7347,73.2505,342.2791,207.9029,0,U,27513,999,8675,0,.7E-7,0
LATINSAT B,2002-058B,2026-05-20T22:31:31.397376,14.76983561,.00872649,64.5546,334.1915,275.2639,83.8511,0,U,27606,999,25807,.52453866E-4,.241E-5,0
SAUDISAT 1C (SO-50),2002-058C,2026-05-20T21:53:21.496704,14.82982446,.00756114,64.5520,213.3695,267.4761,91.7688,0,U,27607,999,26041,.85223838E-4,.571E-5,0
LATINSAT A,2002-058H,2026-05-20T22:58:46.619328,14.85421170,.00544534,64.5555,46.1789,252.1055,107.4110,0,U,27612,999,26358,.59547965E-4,.37E-5,0
NIMIQ 2,2002-062A,2026-05-20T12:26:34.778112,1.00272017,.00058217,9.3849,57.1910,355.9251,262.5457,0,U,27632,999,4390,0,-.76E-6,0
CORIOLIS,2003-001A,2026-05-20T18:52:09.281856,14.19936509,.0012863,98.7133,148.0892,293.9915,65.9914,0,U,27640,999,21033,.44083085E-4,.5E-6,0
SORCE,2003-004A,2026-05-20T20:12:25.296480,15.03539575,.00180752,39.9920,57.6711,219.4451,140.5027,0,U,27651,999,26778,.13912339E-3,.1786E-4,0
NAVSTAR 51 (USA 166),2003-005A,2026-05-20T16:24:17.543232,2.00561986,.01479652,54.8866,216.0617,53.0178,307.9086,0,U,27663,999,17075,0,.5E-7,0
USA 167,2003-008A,2026-05-20T09:55:31.169280,1.00275034,.00044461,10.9087,43.6575,309.7461,271.6660,0,U,27691,999,649,0,-.4E-7,0
NAVSTAR 52 (USA 168),2003-010A,2026-05-20T13:40:33.306816,1.94743016,.00030072,54.8300,326.1803,1.9314,320.9052,0,U,27704,999,16937,0,-.76E-6,0
USA 169 (MILSTAR-2 4),2003-012A,2026-05-20T14:59:04.838784,1.00273102,.01014659,12.3097,30.0680,7.7770,217.3370,0,U,27711,999,3267,0,-.259E-5,0
ASIASAT 4,2003-014A,2026-05-20T16:35:38.873760,1.00271089,.0002953,4.6353,76.0833,350.2592,208.4618,0,U,27718,999,4502,0,-.228E-5,0
HELLAS-SAT 2,2003-020A,2026-05-20T14:11:08.331360,1.00271074,.00030123,7.2887,68.2082,324.8258,47.9971,0,U,27811,999,4257,0,-.9E-6,0
THURAYA-2,2003-026A,2026-05-20T19:34:30.948672,1.00271282,.00035207,8.7995,32.0929,355.7001,188.3076,0,U,27825,999,8407,0,.117E-5,0
OPTUS C1,2003-028B,2026-05-20T16:27:38.709216,1.00271594,.00057061,6.8235,69.7366,343.8978,227.3575,0,U,27831,999,5278,0,-.158E-5,0
MOST,2003-031D,2026-05-20T19:50:44.914272,14.21316048,.00093437,98.7052,148.9346,338.0138,22.0637,0,U,27843,999,18682,.29885919E-4,.21E-6,0
CUTE-1 (CO-55),2003-031E,2026-05-20T06:56:12.520320,14.24316564,.0008286,98.6744,149.1989,266.0889,93.9343,0,U,27844,999,18770,.95378E-4,.176E-5,0
CUBESAT XI-IV (CO-57),2003-031J,2026-05-20T23:11:33.957600,14.23604415,.00082317,98.6774,149.6022,285.2737,74.7531,0,U,27848,999,18750,.81780703E-4,.143E-5,0
SCISAT 1,2003-036A,2026-05-20T22:38:28.622976,14.81415470,.00085301,73.9304,225.4697,292.4893,67.5380,0,U,27858,999,22741,.51635834E-4,.367E-5,0
COSMOS 2400,2003-037A,2026-05-20T23:40:52.074912,12.45189734,.00222877,82.4716,346.9114,113.7370,246.6052,0,U,27868,999,3415,.14948605E-3,.31E-6,0
COSMOS 2401,2003-037B,2026-05-20T22:56:36.830976,12.45502744,.00230914,82.4705,343.3217,109.3154,251.0427,0,U,27869,999,3438,-.26014244E-4,.6E-7,0
USA 170,2003-040A,2026-05-20T22:54:09.284832,1.00272919,.00018001,10.4466,48.2067,10.5548,187.4744,0,U,27875,999,3272,0,.117E-5,0
MOZHAETS 4 (RS22),2003-042A,2026-05-20T23:48:00.442656,14.73414071,.00113312,98.3466,324.5835,2.0420,117.7182,0,U,27939,999,21154,.13290228E-3,.808E-5,0
LARETS,2003-042F,2026-05-20T21:52:00.950304,14.63863557,.00133842,98.4128,302.5487,118.7700,241.4847,0,U,27944,999,20937,.984569E-5,.1E-7,0
GALAXY 13 (HORIZONS-1),2003-044A,2026-05-20T16:56:36.944160,1.00270932,.00022232,1.3490,84.1857,330.8872,287.4410,0,U,27954,999,4629,0,.127E-5,0
DMSP 5D-3 F16 (USA 172),2003-048A,2026-05-20T22:30:09.325152,14.14479729,.00063135,98.9905,164.5838,216.7540,237.9348,0,U,28054,999,16563,.383253E-5,-.38E-6,0
CHUANGXIN 1 (CX-1),2003-049B,2026-05-20T23:02:16.262016,14.48569665,.0011237,98.5106,39.8278,265.6543,94.3366,0,U,28058,999,19233,.45453943E-4,.125E-5,0
YAMAL 202,2003-053A,2026-05-20T15:00:40.038624,1.00272174,.00035332,6.2747,71.2643,323.7953,231.9535,0,U,28089,999,8242,0,-.86E-6,0
UFO 11 (USA 174),2003-057A,2026-05-20T17:40:24.623040,1.00272853,.00025176,8.9391,33.9655,20.1341,164.8570,0,U,28117,999,8217,0,-.112E-5,0
NAVSTAR 53 (USA 175),2003-058A,2026-05-20T00:33:19.444608,1.92678315,.00023993,55.0104,24.3096,334.1240,25.9074,0,U,28129,999,16392,0,-.9E-6,0
ABS-4 (MOBISAT-1),2004-007A,2026-05-20T21:22:03.826848,1.00273124,.00053762,5.9740,72.3335,347.5796,200.1308,0,U,28184,999,5206,0,.32E-6,0
NAVSTAR 54 (USA 177),2004-009A,2026-05-20T17:51:41.366592,2.00555514,.01148967,54.8535,276.7955,171.8598,26.6658,0,U,28190,999,16239,0,-.37E-6,0
SHIYAN-1 (SY-1),2004-012A,2026-05-20T10:46:45.277824,15.32961073,.00071761,97.8692,216.7327,116.5513,243.6465,0,U,28220,999,20684,.30184523E-3,.9533E-4,0
INTELSAT 10-02,2004-022A,2026-05-20T21:04:28.013664,1.00270963,.00003489,0.0409,62.9567,90.3768,40.3293,0,U,28358,999,8028,0,-.17E-6,0
NAVSTAR 55 (USA 178),2004-023A,2026-05-19T11:26:52.882944,2.00555506,.01603147,54.8454,87.8706,301.1205,242.6429,0,U,28361,999,16046,0,-.3E-7,0
APRIZESAT 2,2004-025A,2026-05-20T22:33:22.208832,14.38025232,.01049487,98.0994,308.4660,332.9910,26.5840,0,U,28366,999,14772,.34982465E-4,.69E-6,0
SAUDICOMSAT 1,2004-025D,2026-05-20T10:46:13.371168,14.55448269,.00333797,98.5779,149.8320,107.8947,252.5894,0,U,28369,999,16009,.57214222E-4,.201E-5,0
SAUDICOMSAT 2,2004-025E,2026-05-20T10:52:57.136512,14.49961897,.00550191,98.6650,151.9145,344.8924,15.0623,0,U,28370,999,15608,.54974544E-4,.167E-5,0
SAUDISAT 2,2004-025F,2026-05-20T23:09:59.608800,14.56664890,.0025188,98.5508,140.2448,23.1751,337.0576,0,U,28371,999,16178,.45653865E-4,.155E-5,0
APRIZESAT 1,2004-025G,2026-05-20T10:48:23.620032,14.51761772,.00435545,98.6313,150.4200,238.7785,120.9138,0,U,28372,999,15788,.438595E-4,.129E-5,0
AURA,2004-026A,2026-05-20T22:32:51.633600,14.61281440,.00016068,98.3403,97.1710,73.4819,286.6557,0,U,28376,999,16223,.10981166E-3,.494E-5,0
ANIK F2,2004-027A,2026-05-20T22:00:21.962304,1.00270936,.00041842,3.2183,79.7927,347.9049,29.8323,0,U,28378,999,4099,0,-.56E-6,0
COSMOS 2407,2004-028A,2026-05-20T14:36:52.028064,13.76332189,.00385766,82.9591,95.2581,331.5713,202.1516,0,U,28380,999,9608,.45085901E-4,.59E-6,0
SHIJIAN-6 01A (SJ-6 01A),2004-035A,2026-05-20T19:20:17.606112,15.17554929,.00051499,97.5879,167.8446,215.3146,144.7747,0,U,28413,999,18331,.26158892E-3,.5184E-4,0
SHIJIAN-6 01B (SJ-6 01B),2004-035B,2026-05-20T22:43:48.004032,15.06087936,.00035025,97.6051,159.1664,215.6242,144.4752,0,U,28414,999,18272,.82581106E-4,.1145E-4,0
COSMOS 2408,2004-037A,2026-05-20T22:36:08.489088,12.45678972,.00156383,82.4852,342.9377,331.5648,28.4579,0,U,28419,999,98451,-.41755669E-4,.4E-7,0
COSMOS 2409,2004-037B,2026-05-20T23:23:19.010976,12.45323105,.00134546,82.4856,346.1319,343.5322,16.5320,0,U,28420,999,98416,-.20465934E-3,-.19E-6,0
AMC-15,2004-041A,2026-05-20T22:17:15.042912,1.00270980,.0002041,0.0239,307.8428,110.9211,49.0718,0,U,28446,999,7903,0,-.95E-6,0
JB-3 3 (ZY 2C),2004-044A,2026-05-20T15:54:45.254592,15.19117299,.00322191,97.2739,295.2706,319.2293,40.6531,0,U,28470,999,18360,.10040705E-3,.2068E-4,0
NAVSTAR 56 (USA 180),2004-045A,2026-05-20T12:25:13.685664,2.00554536,.01698378,55.1525,326.0102,315.6873,144.1699,0,U,28474,999,15787,0,-.73E-6,0
SWIFT,2004-047A,2026-05-20T22:32:57.606432,15.65530973,.00029209,20.5539,34.6393,303.2563,56.7603,0,U,28485,999,18258,.31874379E-3,.34428E-3,0
NANOSAT-1,2004-049B,2026-05-20T15:43:02.938368,14.80096615,.00045846,98.2238,276.6499,37.8427,322.3106,0,U,28493,999,15137,.83009938E-4,.574E-5,0
COSMOS 2414,2005-002A,2026-05-20T11:50:32.788320,13.87923539,.0041325,82.9505,64.5924,49.6721,310.8041,0,U,28521,999,7997,.50517688E-4,.76E-6,0
NSS-10,2005-003A,2026-05-20T16:01:51.222144,1.00269965,.00027972,6.3831,70.7820,340.5939,29.9538,0,U,28526,999,5288,0,-.258E-5,0
INMARSAT 4-F1,2005-009A,2026-05-20T13:22:05.532672,1.00269939,.00025788,5.1328,42.7095,13.8206,200.3142,0,U,28628,999,7739,0,.26E-6,0
IRS-P5 (CARTOSAT-1),2005-017A,2026-05-20T23:10:39.809856,14.90968313,.00023674,97.5324,165.2648,114.7221,245.4245,0,U,28649,999,13976,.85367031E-4,.791E-5,0
